"Start Date"	"Start Time"	"Lap Number"	"Session Time"	"Lap Time"	"Longitudinal Acceleration"	"Latitude"	"GPS Lateral Acceleration"	"Heading"	"RPM"	"GPS Distance"	"GPS Longitudinal Acceleration"	"Lateral Acceleration"	"Longitude"	"GPS Speed"	"Number of Satellites"	"Throttle Position"
2021-04-23	15:39:00	0	0	0
2021-04-23	15:39:00	0	100000000	100000000	0.250000	40.583233	0.000000	269.500000	0.000000	3.813889	0.000000	-0.030000	-112.375969	137.300000	18.000000	0.000000
2021-04-23	15:39:00	0	200000000	200000000	0.250000	40.583233	0.000000	269.500000	0.000000	7.627778	0.000000	-0.030000	-112.376014	137.300000	18.000000	0.000000
2021-04-23	15:39:00	0	300000000	300000000	0.250000	40.583232	0.000000	269.500000	0.000000	11.441667	0.000000	-0.030000	-112.376060	137.300000	18.000000	0.000000
2021-04-23	15:39:00	0	400000000	400000000	0.250000	40.583232	0.000000	269.500000	0.000000	15.255556	0.000000	-0.030000	-112.376105	137.300000	18.000000	0.000000
2021-04-23	15:39:00	0	500000000	500000000	0.250000	40.583232	0.000000	269.500000	0.000000	19.069445	0.000000	-0.030000	-112.376150	137.300000	18.000000	0.000000
2021-04-23	15:39:00	0	600000000	600000000	0.250000	40.583231	0.000000	269.500000	0.000000	22.883334	0.000000	-0.030000	-112.376195	137.300000	18.000000	0.000000
2021-04-23	15:39:00	0	700000000	700000000	0.250000	40.583231	0.000000	269.500000	0.000000	26.697223	0.000000	-0.030000	-112.376240	137.300000	18.000000	0.000000
2021-04-23	15:39:00	0	800000000	800000000	0.250000	40.583231	0.000000	269.500000	0.000000	30.511112	0.000000	-0.030000	-112.376285	137.300000	18.000000	0.000000
2021-04-23	15:39:00	0	900000000	900000000	0.250000	40.583231	0.000000	269.500000	0.000000	34.325001	0.000000	-0.030000	-112.376330	137.300000	18.000000	0.000000
2021-04-23	15:39:00	0	1000000000	1000000000	0.250000	40.583230	-0.067923	269.500000	0.000000	38.140169	0.056689	-0.030000	-112.376375	137.300000	18.000000	0.000000
2021-04-23	15:39:00	0	1046569008	1046569008
2021-04-23	15:39:00	1	1046569008	0
2021-04-23	15:39:00	1	1100000000	53430992	0.240000	40.583230	0.034061	269.300000	0.000000	41.959700	0.056689	-0.020000	-112.376421	137.700000	18.000000	0.000000
2021-04-23	15:39:00	1	1200000000	153430992	0.230000	40.583230	0.204364	269.600000	0.000000	45.783388	0.000000	-0.020000	-112.376466	137.700000	18.000000	0.000000
2021-04-23	15:39:00	1	1300000000	253430992	0.240000	40.583229	0.102182	269.900000	0.000000	49.611779	0.141723	-0.030000	-112.376511	137.700000	17.000000	0.000000
2021-04-23	15:39:00	1	1400000000	353430992	0.220000	40.583229	0.000000	269.900000	0.000000	53.451268	0.212585	-0.030000	-112.376557	138.700000	17.000000	0.000000
2021-04-23	15:39:00	1	1500000000	453430992	0.210000	40.583229	0.000000	269.900000	0.000000	57.308960	0.141723	-0.020000	-112.376602	139.200000	17.000000	0.000000
2021-04-23	15:39:00	1	1600000000	553430992	0.220000	40.583229	0.034555	269.900000	0.000000	61.180380	0.127551	-0.020000	-112.376648	139.700000	17.000000	0.000000
2021-04-23	15:39:00	1	1700000000	653430992	0.220000	40.583229	0.034654	270.000000	0.000000	65.066956	0.085034	-0.030000	-112.376694	140.100000	17.000000	0.000000
2021-04-23	15:39:00	1	1800000000	753430992	0.240000	40.583229	0.000000	270.000000	0.000000	68.961731	0.099206	-0.040000	-112.376740	140.300000	17.000000	0.000000
2021-04-23	15:39:00	1	1900000000	853430992	0.230000	40.583229	0.034827	270.000000	0.000000	72.866873	0.113379	-0.040000	-112.376786	140.800000	18.000000	0.000000
2021-04-23	15:39:00	1	2000000000	953430992	0.210000	40.583229	0.034902	270.100000	0.000000	76.781391	0.070862	-0.030000	-112.376833	141.100000	18.000000	0.000000
