"Start Date"	"Start Time"	"Lap Number"	"Session Time"	"Lap Time"	"Longitudinal Acceleration"	"Latitude"	"GPS Lateral Acceleration"	"Heading"	"RPM"	"GPS Distance"	"GPS Longitudinal Acceleration"	"Lateral Acceleration"	"Longitude"	"GPS Speed"	"Number of Satellites"	"Throttle Position"
2021-04-23	17:44:28	0	0	0
2021-04-23	17:44:28	0	100000000	100000000	0.140000	40.583183	0.000000	271.200000	0.000000	3.805556	0.000000	-0.070000	-112.375967	137.000000	17.000000	0.000000
2021-04-23	17:44:28	0	200000000	200000000	0.140000	40.583184	0.000000	271.200000	0.000000	7.611111	0.000000	-0.070000	-112.376012	137.000000	17.000000	0.000000
2021-04-23	17:44:28	0	300000000	300000000	0.140000	40.583184	0.000000	271.200000	0.000000	11.416667	0.000000	-0.070000	-112.376057	137.000000	17.000000	0.000000
2021-04-23	17:44:28	0	400000000	400000000	0.140000	40.583185	0.000000	271.200000	0.000000	15.222222	0.000000	-0.070000	-112.376102	137.000000	17.000000	0.000000
2021-04-23	17:44:28	0	500000000	500000000	0.140000	40.583186	0.000000	271.200000	0.000000	19.027778	0.000000	-0.070000	-112.376147	137.000000	17.000000	0.000000
2021-04-23	17:44:28	0	600000000	600000000	0.140000	40.583186	0.000000	271.200000	0.000000	22.833333	0.000000	-0.070000	-112.376192	137.000000	17.000000	0.000000
2021-04-23	17:44:28	0	700000000	700000000	0.140000	40.583187	0.000000	271.200000	0.000000	26.638889	0.000000	-0.070000	-112.376237	137.000000	17.000000	0.000000
2021-04-23	17:44:28	0	800000000	800000000	0.140000	40.583188	0.000000	271.200000	0.000000	30.444444	0.000000	-0.070000	-112.376282	137.000000	17.000000	0.000000
2021-04-23	17:44:28	0	900000000	900000000	0.140000	40.583189	0.000000	271.200000	0.000000	34.250000	0.000000	-0.070000	-112.376327	137.000000	17.000000	0.000000
2021-04-23	17:44:28	0	1000000000	1000000000	0.140000	40.583189	0.135550	271.200000	0.000000	38.056014	0.028345	-0.070000	-112.376372	137.000000	17.000000	0.000000
2021-04-23	17:44:28	0	1055112650	1055112650
2021-04-23	17:44:28	1	1055112650	0
2021-04-23	17:44:28	1	1100000000	44887350	0.160000	40.583190	0.237559	271.600000	0.000000	41.866924	0.127551	-0.080000	-112.376417	137.200000	17.000000	0.000000
2021-04-23	17:44:28	1	1200000000	144887350	0.150000	40.583191	0.102330	271.900000	0.000000	45.686471	0.141723	-0.080000	-112.376462	137.900000	17.000000	0.000000
2021-04-23	17:44:28	1	1300000000	244887350	0.120000	40.583192	0.102553	271.900000	0.000000	49.521158	0.085034	-0.080000	-112.376507	138.200000	17.000000	0.000000
2021-04-23	17:44:28	1	1400000000	344887350	0.120000	40.583194	0.102776	272.200000	0.000000	53.364209	0.127551	-0.070000	-112.376553	138.500000	17.000000	0.000000
2021-04-23	17:44:28	1	1500000000	444887350	0.130000	40.583195	0.034407	272.200000	0.000000	57.219521	0.113379	-0.080000	-112.376598	139.100000	17.000000	0.000000
2021-04-23	17:44:28	1	1600000000	544887350	0.120000	40.583196	0.068913	272.300000	0.000000	61.086331	0.085034	-0.080000	-112.376644	139.300000	17.000000	0.000000
2021-04-23	17:44:28	1	1700000000	644887350	0.130000	40.583197	0.069111	272.400000	0.000000	64.961135	0.127551	-0.070000	-112.376690	139.700000	17.000000	0.000000
2021-04-23	17:44:28	1	1800000000	744887350	0.140000	40.583199	0.000000	272.500000	0.000000	68.850477	0.141723	-0.060000	-112.376736	140.200000	17.000000	0.000000
2021-04-23	17:44:28	1	1900000000	844887350	0.160000	40.583200	0.000000	272.400000	0.000000	72.750448	0.127551	-0.050000	-112.376783	140.700000	17.000000	0.000000
2021-04-23	17:44:28	1	2000000000	944887350	0.170000	40.583202	0.000000	272.500000	0.000000	76.664367	0.127551	-0.040000	-112.376829	141.100000	17.000000	0.000000
2021-04-23	17:44:28	1	2100000000	1044887350	0.180000	40.583203	-0.035025	272.400000	0.000000	80.591341	0.099206	-0.020000	-112.376875	141.600000	17.000000	0.000000
2021-04-23	17:44:28	1	2200000000	1144887350	0.200000	40.583204	-0.070150	272.400000	0.000000	84.526109	0.085034	0.000000	-112.376922	141.800000	17.000000	0.000000
2021-04-23	17:44:28	1	2300000000	1244887350	0.220000	40.583206	-0.140695	272.200000	0.000000	88.472780	0.127551	0.010000	-112.376969	142.200000	17.000000	0.000000
2021-04-23	17:44:28	1	2400000000	1344887350	0.220000	40.583207	-0.141190	272.000000	0.000000	92.428223	0.099206	0.030000	-112.377016	142.700000	17.000000	0.000000
2021-04-23	17:44:28	1	2500000000	1444887350	0.240000	40.583208	-0.141388	271.800000	0.000000	96.394773	0.056689	0.060000	-112.377062	142.900000	17.000000	0.000000
2021-04-23	17:44:28	1	2600000000	1544887350	0.250000	40.583209	-0.070793	271.600000	0.000000	100.365734	0.014172	0.070000	-112.377109	143.100000	17.000000	0.000000
2021-04-23	17:44:28	1	2700000000	1644887350	0.240000	40.583210	-0.070743	271.600000	0.000000	104.337796	-0.085034	0.070000	-112.377156	143.000000	17.000000	0.000000
2021-04-23	17:44:28	1	2800000000	1744887350	0.200000	40.583211	-0.105744	271.400000	0.000000	108.301249	-0.127551	0.080000	-112.377203	142.500000	17.000000	0.000000
2021-04-23	17:44:28	1	2900000000	1844887350	0.140000	40.583212	-0.070298	271.300000	0.000000	112.255229	-0.141723	0.120000	-112.377250	142.100000	17.000000	0.000000
2021-04-23	17:44:28	1	3000000000	1944887350	0.130000	40.583212	-0.140002	271.200000	0.000000	116.191392	-0.184240	0.150000	-112.377297	141.500000	17.000000	0.000000
2021-04-23	17:44:28	1	3100000000	2044887350	0.120000	40.583213	-0.208965	270.900000	0.000000	120.114354	-0.155896	0.190000	-112.377343	140.800000	17.000000	0.000000
2021-04-23	17:44:28	1	3200000000	2144887350	0.110000	40.583213	-0.208371	270.600000	0.000000	124.019022	-0.212585	0.210000	-112.377390	140.400000	17.000000	0.000000
2021-04-23	17:44:28	1	3300000000	2244887350	0.090000	40.583213	-0.137826	270.300000	0.000000	127.896079	-0.453515	0.250000	-112.377436	139.300000	17.000000	0.000000
2021-04-23	17:44:28	1	3400000000	2344887350	0.070000	40.583213	-0.101811	270.200000	0.000000	131.737043	-0.694444	0.290000	-112.377481	137.200000	17.000000	0.000000
2021-04-23	17:44:28	1	3500000000	2444887350	-0.030000	40.583213	-0.099733	270.000000	0.000000	135.499630	-0.751134	0.370000	-112.377526	134.400000	17.000000	0.000000
2021-04-23	17:44:28	1	3600000000	2544887350	-0.140000	40.583213	-0.065252	269.900000	0.000000	139.205453	-0.680272	0.450000	-112.377569	131.900000	17.000000	0.000000
2021-04-23	17:44:28	1	3700000000	2644887350	-0.190000	40.583213	-0.096171	269.800000	0.000000	142.838610	-0.581066	0.480000	-112.377612	129.600000	17.000000	0.000000
2021-04-23	17:44:28	1	3800000000	2744887350	-0.220000	40.583213	-0.094836	269.600000	0.000000	146.410443	-0.496032	0.490000	-112.377654	127.800000	17.000000	0.000000
2021-04-23	17:44:28	1	3900000000	2844887350	-0.220000	40.583213	-0.093574	269.500000	0.000000	149.942561	-0.453515	0.490000	-112.377696	126.100000	17.000000	0.000000
2021-04-23	17:44:28	1	4000000000	2944887350	-0.180000	40.583213	-0.154102	269.300000	0.000000	153.421638	-0.425170	0.480000	-112.377737	124.600000	17.000000	0.000000
2021-04-23	17:44:28	1	4100000000	3044887350	-0.170000	40.583212	-0.152246	269.000000	0.000000	156.865709	-0.496032	0.480000	-112.377777	123.100000	17.000000	0.000000
