"Start Date"	"Start Time"	"Lap Number"	"Session Time"	"Lap Time"	"GPS Longitudinal Acceleration"	"Throttle Position"	"Longitudinal Acceleration"	"Latitude"	"GPS Lateral Acceleration"	"Longitude"	"Lateral Acceleration"	"GPS Distance"	"Number of Satellites"	"GPS Speed"	"RPM"	"Heading"
2021-05-21	14:41:00	0	13300000000	13300000000	-0.099206	0.000000	-0.100000	40.583197	-0.179282	-112.385630	0.010000	280.494590	19.000000	90.600000	0.000000	270.000000
2021-05-21	14:41:00	0	13400000000	13400000000	-0.085034	0.000000	-0.080000	40.583197	-0.067082	-112.385660	0.040000	283.009500	18.000000	90.400000	0.000000	269.700000
2021-05-21	14:41:00	0	13500000000	13500000000	-0.099206	0.000000	-0.090000	40.583197	-0.111309	-112.385689	0.070000	285.514254	18.000000	90.000000	0.000000	269.700000
2021-05-21	14:41:00	0	13600000000	13600000000	-0.127551	0.000000	-0.090000	40.583197	-0.155314	-112.385719	0.070000	288.010194	18.000000	89.700000	0.000000	269.200000
2021-05-21	14:41:00	0	13700000000	13700000000	-0.127551	0.000000	-0.100000	40.583197	-0.132235	-112.385748	0.070000	290.492620	18.000000	89.100000	0.000000	269.000000
2021-05-21	14:41:00	0	13800000000	13800000000	-0.170068	0.000000	-0.120000	40.583196	-0.263580	-112.385778	0.100000	292.963475	18.000000	88.800000	0.000000	268.600000
2021-05-21	14:41:00	0	13900000000	13900000000	-0.198413	0.000000	-0.120000	40.583196	-0.413106	-112.385807	0.110000	295.417208	18.000000	87.900000	0.000000	267.800000
2021-05-21	14:41:00	0	14000000000	14000000000	-0.014172	0.000000	-0.110000	40.583195	-0.345900	-112.385836	0.150000	297.855135	18.000000	87.400000	0.000000	266.700000
2021-05-21	14:41:00	0	14100000000	14100000000	0.014172	0.000000	-0.120000	40.583193	-0.304048	-112.385864	0.200000	300.288780	17.000000	87.800000	0.000000	266.200000
2021-05-21	14:41:00	0	14200000000	14200000000	-0.113379	0.000000	-0.150000	40.583191	-0.519443	-112.385893	0.270000	302.720660	17.000000	87.500000	0.000000	265.300000
2021-05-21	14:41:00	0	14300000000	14300000000	-0.113379	0.000000	-0.140000	40.583189	-0.516475	-112.385921	0.320000	305.145093	17.000000	87.000000	0.000000	263.800000
2021-05-21	14:41:00	0	14400000000	14400000000	-0.113379	0.000000	-0.140000	40.583187	-0.557585	-112.385950	0.370000	307.556937	17.000000	86.700000	0.000000	262.900000
2021-05-21	14:41:00	0	14500000000	14500000000	-0.141723	0.000000	-0.150000	40.583184	-0.746267	-112.385978	0.440000	309.958509	17.000000	86.200000	0.000000	261.200000
2021-05-21	14:41:00	0	14600000000	14600000000	-0.070862	0.000000	-0.150000	40.583180	-0.720740	-112.386006	0.490000	312.346541	18.000000	85.700000	0.000000	259.400000
2021-05-21	14:41:00	0	14700000000	14700000000	0.056689	0.000000	-0.140000	40.583175	-0.593551	-112.386033	0.540000	314.729598	18.000000	85.700000	0.000000	257.800000
2021-05-21	14:41:00	0	14800000000	14800000000	0.000000	0.000000	-0.120000	40.583170	-0.638915	-112.386060	0.580000	317.115017	18.000000	86.100000	0.000000	256.600000
2021-05-21	14:41:00	0	14900000000	14900000000	-0.056689	0.000000	-0.100000	40.583163	-0.763137	-112.386087	0.620000	319.500142	18.000000	85.700000	0.000000	254.800000
2021-05-21	14:41:00	0	15000000000	15000000000	0.000000	0.000000	-0.090000	40.583157	-0.784335	-112.386114	0.640000	321.881427	18.000000	85.700000	0.000000	253.000000
2021-05-21	14:41:00	0	15100000000	15100000000	0.056689	0.000000	-0.080000	40.583150	-0.720740	-112.386141	0.630000	324.263214	18.000000	85.700000	0.000000	251.100000
2021-05-21	14:41:00	0	15200000000	15200000000	0.127551	0.000000	-0.050000	40.583142	-0.638915	-112.386167	0.630000	326.649942	18.000000	86.100000	0.000000	249.600000
