"Start Date"	"Start Time"	"Lap Number"	"Session Time"	"Lap Time"	"GPS Longitudinal Acceleration"	"RPM"	"Longitudinal Acceleration"	"Heading"	"Latitude"	"GPS Lateral Acceleration"	"Lateral Acceleration"	"Number of Satellites"	"Longitude"	"GPS Distance"	"Throttle Position"	"GPS Speed"
2021-05-21	19:44:00	1	10600000000	9592742438	0.170068	0.000000	0.190000	269.700000	40.583143	0.000000	-0.060000	16.000000	-112.384826	212.512214	0.000000	104.900000
2021-05-21	19:44:00	1	10700000000	9692742438	0.155896	0.000000	0.190000	269.700000	40.583143	0.026071	-0.050000	16.000000	-112.384861	215.430492	0.000000	105.400000
2021-05-21	19:44:00	1	10800000000	9792742438	0.170068	0.000000	0.190000	269.800000	40.583143	0.026220	-0.050000	16.000000	-112.384896	218.366697	0.000000	106.000000
2021-05-21	19:44:00	1	10900000000	9892742438	0.170068	0.000000	0.180000	269.800000	40.583143	0.026368	-0.040000	16.000000	-112.384930	221.319662	0.000000	106.600000
2021-05-21	19:44:00	1	11000000000	9992742438	0.255102	0.000000	0.190000	269.900000	40.583143	0.053033	-0.040000	16.000000	-112.384965	224.294094	0.000000	107.200000
2021-05-21	19:44:00	1	11100000000	10092742438	0.184240	0.000000	0.200000	270.000000	40.583143	0.026813	-0.030000	16.000000	-112.385002	227.284434	0.000000	108.400000
2021-05-21	19:44:00	1	11200000000	10192742438	0.141723	0.000000	0.190000	270.000000	40.583143	0.026838	-0.040000	16.000000	-112.385037	230.296388	0.000000	108.500000
2021-05-21	19:44:00	1	11300000000	10292742438	0.226757	0.000000	0.200000	270.100000	40.583143	0.027061	-0.030000	16.000000	-112.385073	233.324592	0.000000	109.400000
2021-05-21	19:44:00	1	11400000000	10392742438	0.170068	0.000000	0.200000	270.100000	40.583144	0.000000	-0.020000	16.000000	-112.385109	236.374504	0.000000	110.100000
2021-05-21	19:44:00	1	11500000000	10492742438	0.113379	0.000000	0.190000	270.100000	40.583144	0.027357	-0.010000	16.000000	-112.385145	239.437101	0.000000	110.600000
2021-05-21	19:44:00	1	11600000000	10592742438	-0.070862	0.000000	0.190000	270.200000	40.583144	0.027432	-0.010000	16.000000	-112.385181	242.509944	0.000000	110.900000
2021-05-21	19:44:00	1	11700000000	10692742438	-0.155896	0.000000	0.130000	270.200000	40.583144	0.000000	-0.030000	16.000000	-112.385218	245.577661	0.000000	110.100000
2021-05-21	19:44:00	1	11800000000	10792742438	-0.127551	0.000000	0.060000	270.200000	40.583144	0.027159	-0.030000	16.000000	-112.385254	248.630739	0.000000	109.800000
2021-05-21	19:44:00	1	11900000000	10892742438	-0.127551	0.000000	0.020000	270.300000	40.583144	0.027011	-0.020000	16.000000	-112.385291	251.673903	0.000000	109.200000
2021-05-21	19:44:00	1	12000000000	10992742438	-0.113379	0.000000	-0.010000	270.300000	40.583144	-0.026937	-0.010000	16.000000	-112.385326	254.703374	0.000000	108.900000
2021-05-21	19:44:00	1	12100000000	11092742438	-0.141723	0.000000	-0.020000	270.200000	40.583145	-0.053626	0.000000	16.000000	-112.385362	257.720888	0.000000	108.400000
2021-05-21	19:44:00	1	12200000000	11192742438	-0.141723	0.000000	-0.050000	270.100000	40.583145	-0.080068	0.010000	16.000000	-112.385397	260.723231	0.000000	107.900000
2021-05-21	19:44:00	1	12300000000	11292742438	-0.184240	0.000000	-0.080000	269.900000	40.583145	-0.079697	0.010000	16.000000	-112.385432	263.714189	0.000000	107.400000
2021-05-21	19:44:00	1	12400000000	11392742438	-0.240930	0.000000	-0.110000	269.800000	40.583145	-0.052736	0.010000	16.000000	-112.385468	266.685934	0.000000	106.600000
2021-05-21	19:44:00	1	12500000000	11492742438	-0.269274	0.000000	-0.140000	269.700000	40.583145	-0.052291	0.000000	16.000000	-112.385503	269.634062	0.000000	105.700000
2021-05-21	19:44:00	1	12600000000	11592742438	-0.269274	0.000000	-0.170000	269.600000	40.583145	-0.077694	-0.010000	16.000000	-112.385538	272.555713	0.000000	104.700000
2021-05-21	19:44:00	1	12700000000	11692742438	-0.283447	0.000000	-0.200000	269.400000	40.583144	-0.077026	-0.010000	16.000000	-112.385571	275.448456	0.000000	103.800000
2021-05-21	19:44:00	1	12800000000	11792742438	-0.283447	0.000000	-0.230000	269.300000	40.583144	-0.127016	0.000000	16.000000	-112.385605	278.320277	0.000000	102.700000
2021-05-21	19:44:00	1	12900000000	11892742438	-0.283447	0.000000	-0.250000	268.900000	40.583144	-0.151084	0.030000	16.000000	-112.385639	281.160640	0.000000	101.800000
2021-05-21	19:44:00	1	13000000000	11992742438	-0.340136	0.000000	-0.270000	268.700000	40.583144	-0.174360	0.060000	16.000000	-112.385672	283.971644	0.000000	100.700000
2021-05-21	19:44:00	1	13100000000	12092742438	-0.297619	0.000000	-0.280000	268.200000	40.583143	-0.295044	0.080000	16.000000	-112.385705	286.748365	0.000000	99.400000
2021-05-21	19:44:00	1	13200000000	12192742438	-0.297619	0.000000	-0.290000	267.500000	40.583142	-0.341447	0.130000	16.000000	-112.385737	289.502266	0.000000	98.600000
2021-05-21	19:44:00	1	13300000000	12292742438	-0.311791	0.000000	-0.320000	266.800000	40.583141	-0.385081	0.180000	16.000000	-112.385769	292.223175	0.000000	97.300000
2021-05-21	19:44:00	1	13400000000	12392742438	-0.311791	0.000000	-0.310000	265.900000	40.583139	-0.453054	0.220000	16.000000	-112.385800	294.913240	0.000000	96.400000
2021-05-21	19:44:00	1	13500000000	12492742438	-0.340136	0.000000	-0.330000	264.900000	40.583137	-0.517514	0.270000	16.000000	-112.385831	297.569018	0.000000	95.100000
2021-05-21	19:44:00	1	13600000000	12592742438	-0.340136	0.000000	-0.340000	263.700000	40.583135	-0.488277	0.320000	15.000000	-112.385863	300.200090	0.000000	94.000000
