"Start Date"	"Start Time"	"Lap Number"	"Session Time"	"Lap Time"	"Longitude"	"GPS Distance"	"Lateral Acceleration"	"GPS Lateral Acceleration"	"Longitudinal Acceleration"	"Latitude"	"GPS Longitudinal Acceleration"	"GPS Speed"
2021-05-21	13:43:39	1	197600000000	83178745748	-112.380622	6096.696627	-0.955904	-0.973931	0.775425	40.580814	0.120562	109.367737
2021-05-21	13:43:39	1	197700000000	83278745748	-112.380657	6099.736553	-0.955282	-0.940357	0.773807	40.580807	0.121850	109.767727
2021-05-21	13:43:39	1	197800000000	83378745748	-112.380692	6102.787579	-0.965481	-0.903908	0.789643	40.580798	0.127070	110.167729
2021-05-21	13:43:39	1	197900000000	83478745748	-112.380726	6105.849532	-0.956615	-0.862457	0.798804	40.580789	0.136859	110.550737
2021-05-21	13:43:39	1	198000000000	83578745748	-112.380761	6108.922092	-0.937295	-0.812924	0.780849	40.580779	0.151313	110.901724
2021-05-21	13:43:39	1	198100000000	83678745748	-112.380795	6112.007175	-0.930288	-0.753411	0.760636	40.580769	0.167559	111.518734
2021-05-21	13:43:39	1	198200000000	83778745748	-112.380829	6115.108752	-0.901968	-0.684975	0.766454	40.580758	0.181459	112.218718
2021-05-21	13:43:39	1	198300000000	83878745748	-112.380863	6118.229324	-0.808998	-0.607834	0.776605	40.580746	0.190789	112.918728
2021-05-21	13:43:39	1	198400000000	83978745748	-112.380897	6121.369341	-0.689359	-0.523477	0.767133	40.580734	0.194804	113.618726
2021-05-21	13:43:39	1	198500000000	84078745748	-112.380932	6124.528792	-0.602530	-0.434565	0.760085	40.580722	0.192663	114.318723
2021-05-21	13:43:39	1	198600000000	84178745748	-112.380966	6127.707467	-0.540939	-0.343631	0.769549	40.580709	0.185965	115.001716
2021-05-21	13:43:39	1	198700000000	84278745748	-112.381000	6130.904414	-0.471938	-0.250366	0.769007	40.580696	0.177463	115.601707
2021-05-21	13:43:39	1	198800000000	84378745748	-112.381035	6134.118464	-0.390957	-0.155717	0.748166	40.580683	0.167794	116.201711
2021-05-21	13:43:39	1	198900000000	84478745748	-112.381069	6137.348965	-0.303576	-0.059373	0.736393	40.580670	0.157597	116.784720
2021-05-21	13:43:39	1	199000000000	84578745748	-112.381104	6140.595004	-0.207749	0.038584	0.747564	40.580656	0.147298	117.289713
2021-05-21	13:43:39	1	199100000000	84678745748	-112.381139	6143.855445	-0.103583	0.135750	0.754056	40.580643	0.137101	117.789711
2021-05-21	13:43:39	1	199200000000	84778745748	-112.381175	6147.129789	0.008505	0.230889	0.735801	40.580630	0.126789	118.289720
2021-05-21	13:43:39	1	199300000000	84878745748	-112.381210	6150.417795	0.123040	0.323250	0.708269	40.580617	0.115955	118.771716
2021-05-21	13:43:39	1	199400000000	84978745748	-112.381246	6153.718490	0.229987	0.411558	0.693091	40.580605	0.105005	119.171706
2021-05-21	13:43:39	1	199500000000	85078745748	-112.381283	6157.030511	0.320835	0.494537	0.694186	40.580592	0.093419	119.553708
2021-05-21	13:43:39	1	199600000000	85178745748	-112.381319	6160.352445	0.402912	0.571028	0.700629	40.580581	0.081310	119.853704
2021-05-21	13:43:39	1	199700000000	85278745748	-112.381356	6163.682926	0.494519	0.640395	0.695260	40.580570	0.069086	120.135699
2021-05-21	13:43:39	1	199800000000	85378745748	-112.381394	6167.020555	0.589394	0.701884	0.678677	40.580559	0.056225	120.335713
2021-05-21	13:43:39	1	199900000000	85478745748	-112.381431	6170.364164	0.652286	0.753762	0.673740	40.580550	0.042726	120.535700
2021-05-21	13:43:39	1	200000000000	85578745748	-112.381469	6173.712985	0.678291	0.793582	0.675124	40.580540	0.028476	120.708701
2021-05-21	13:43:39	1	200100000000	85678745748	-112.381507	6177.065564	0.710186	0.824708	0.644089	40.580532	0.013065	120.758711
2021-05-21	13:43:39	1	200200000000	85778745748	-112.381546	6180.419853	0.760489	0.848761	0.587554	40.580524	-0.002983	120.781709
2021-05-21	13:43:39	1	200300000000	85878745748	-112.381585	6183.773752	0.793765	0.868352	0.557622	40.580518	-0.019782	120.681701
2021-05-21	13:43:39	1	200400000000	85978745748	-112.381623	6187.125525	0.811181	0.884056	0.559240	40.580511	-0.037742	120.581708
2021-05-21	13:43:39	1	200500000000	86078745748	-112.381662	6190.474279	0.843816	0.898485	0.554641	40.580506	-0.056339	120.463700
2021-05-21	13:43:39	1	200600000000	86178745748	-112.381701	6193.818840	0.869527	0.911754	0.536550	40.580501	-0.075344	120.245712
2021-05-21	13:43:39	1	200700000000	86278745748	-112.381740	6197.157089	0.853658	0.924271	0.524764	40.580497	-0.093368	119.945705
2021-05-21	13:43:39	1	200800000000	86378745748	-112.381779	6200.487207	0.833296	0.935513	0.523667	40.580494	-0.108727	119.627709
2021-05-21	13:43:39	1	200900000000	86478745748	-112.381818	6203.807589	0.867694	0.945137	0.512346	40.580492	-0.120326	119.209707
2021-05-21	13:43:39	1	201000000000	86578745748	-112.381857	6207.116332	0.943129	0.951803	0.472419	40.580491	-0.125552	118.727710
2021-05-21	13:43:39	1	201100000000	86678745748	-112.381896	6210.412599	0.982994	0.956214	0.429976	40.580490	-0.124520	118.309708
2021-05-21	13:43:39	1	201200000000	86778745748	-112.381934	6213.696354	0.946580	0.957029	0.433919	40.580491	-0.117981	117.827712
2021-05-21	13:43:39	1	201300000000	86878745748	-112.381972	6216.967861	0.894546	0.955411	0.476723	40.580492	-0.106981	117.427709
2021-05-21	13:43:39	1	201400000000	86978745748	-112.382011	6220.228056	0.916029	0.952339	0.500573	40.580494	-0.091749	117.045708
2021-05-21	13:43:39	1	201500000000	87078745748	-112.382048	6223.478554	0.990162	0.950133	0.495384	40.580496	-0.073560	116.763712
2021-05-21	13:43:39	1	201600000000	87178745748	-112.382086	6226.721476	1.004029	0.949955	0.508406	40.580500	-0.053573	116.563711
2021-05-21	13:43:39	1	201700000000	87278745748	-112.382124	6229.958648	0.930056	0.952096	0.547561	40.580504	-0.032312	116.381711
2021-05-21	13:43:39	1	201800000000	87378745748	-112.382161	6233.191833	0.871664	0.955398	0.567317	40.580510	-0.009891	116.311711
2021-05-21	13:43:39	1	201900000000	87478745748	-112.382199	6236.423775	0.896364	0.959336	0.556515	40.580516	0.013053	116.378382
2021-05-21	13:43:39	1	202000000000	87578745748	-112.382236	6239.656848	0.948772	0.963109	0.557574	40.580522	0.035652	116.445041
2021-05-21	13:43:39	1	202100000000	87678745748	-112.382273	6242.892103	0.966929	0.962829	0.594941	40.580530	0.056225	116.535716
2021-05-21	13:43:39	1	202200000000	87778745748	-112.382310	6246.131236	0.965835	0.957335	0.641804	40.580539	0.074134	116.771718
2021-05-21	13:43:39	1	202300000000	87878745748	-112.382346	6249.377493	0.972915	0.945991	0.665146	40.580548	0.088626	117.153708
2021-05-21	13:43:39	1	202400000000	87978745748	-112.382383	6252.633005	0.973903	0.928617	0.668553	40.580558	0.098887	117.471715
2021-05-21	13:43:39	1	202500000000	88078745748	-112.382419	6255.898264	0.950698	0.907356	0.673767	40.580569	0.105732	117.853718
2021-05-21	13:43:39	1	202600000000	88178745748	-112.382455	6259.173233	0.916165	0.885280	0.684839	40.580581	0.108689	118.171712
2021-05-21	13:43:39	1	202700000000	88278745748	-112.382490	6262.458166	0.887025	0.864821	0.695289	40.580593	0.110142	118.571715
2021-05-21	13:43:39	1	202800000000	88378745748	-112.382525	6265.753767	0.851259	0.847665	0.706064	40.580606	0.109390	118.971705
2021-05-21	13:43:39	1	202900000000	88478745748	-112.382560	6269.060466	0.800637	0.834791	0.709446	40.580620	0.108001	119.371707
2021-05-21	13:43:39	1	203000000000	88578745748	-112.382595	6272.378061	0.773402	0.827831	0.690225	40.580634	0.106089	119.753709
2021-05-21	13:43:39	1	203100000000	88678745748	-112.382629	6275.705809	0.794971	0.824466	0.664067	40.580650	0.104292	120.071704
2021-05-21	13:43:39	1	203200000000	88778745748	-112.382662	6279.043519	0.816513	0.823077	0.661783	40.580666	0.103017	120.471707
2021-05-21	13:43:39	1	203300000000	88878745748	-112.382696	6282.391886	0.807573	0.820591	0.674241	40.580682	0.101857	120.871708
2021-05-21	13:43:39	1	203400000000	88978745748	-112.382728	6285.751136	0.814658	0.814345	0.676398	40.580699	0.101449	121.253711
2021-05-21	13:43:39	1	203500000000	89078745748	-112.382761	6289.120322	0.839768	0.801268	0.672580	40.580717	0.102086	121.553706
2021-05-21	13:43:39	1	203600000000	89178745748	-112.382793	6292.498500	0.821944	0.779497	0.669281	40.580736	0.102953	121.871702
2021-05-21	13:43:39	1	203700000000	89278745748	-112.382824	6295.885983	0.769997	0.750193	0.665172	40.580755	0.104865	122.253703
2021-05-21	13:43:39	1	203800000000	89378745748	-112.382855	6299.283176	0.728531	0.714107	0.675041	40.580774	0.107007	122.571699
2021-05-21	13:43:39	1	203900000000	89478745748	-112.382886	6302.690331	0.678352	0.672860	0.698420	40.580794	0.110423	122.971702
2021-05-21	13:43:39	1	204000000000	89578745748	-112.382916	6306.108156	0.618015	0.629637	0.704281	40.580815	0.115343	123.371703
2021-05-21	13:43:39	1	204100000000	89678745748	-112.382946	6309.537093	0.600274	0.587624	0.687937	40.580836	0.122812	123.771705
2021-05-21	13:43:39	1	204200000000	89778745748	-112.382976	6312.977140	0.616275	0.550124	0.675769	40.580857	0.132257	124.171695
2021-05-21	13:43:39	1	204300000000	89878745748	-112.383005	6316.428311	0.598601	0.520846	0.671133	40.580879	0.140262	124.571698
2021-05-21	13:43:39	1	204400000000	89978745748	-112.383034	6319.890797	0.536807	0.503090	0.664960	40.580901	0.141792	124.989700
2021-05-21	13:43:39	1	204500000000	90078745748	-112.383063	6323.365162	0.472734	0.498386	0.671277	40.580923	0.130345	125.453695
2021-05-21	13:43:39	1	204600000000	90178745748	-112.383092	6326.851260	0.422611	0.498616	0.694802	40.580946	0.103731	125.807692
2021-05-21	13:43:39	1	204700000000	90278745748	-112.383120	6330.349618	0.382205	0.499661	0.704557	40.580969	0.059131	126.371695
2021-05-21	13:43:39	1	204800000000	90378745748	-112.383148	6333.859792	0.362321	0.499546	0.686004	40.580993	0.010159	126.681697
2021-05-21	13:43:39	1	204900000000	90478745748	-112.383175	6337.375910	0.371699	0.498909	0.671076	40.581017	-0.032656	126.572690
2021-05-21	13:43:39	1	205000000000	90578745748	-112.383203	6340.890849	0.408566	0.498042	0.666666	40.581040	-0.077027	126.422687
2021-05-21	13:43:39	1	205100000000	90678745748	-112.383229	6344.401461	0.473137	0.496130	0.619452	40.581064	-0.126445	126.245695
2021-05-21	13:43:39	1	205200000000	90778745748	-112.383255	6347.905377	0.534388	0.493874	0.515636	40.581088	-0.180184	125.891687
2021-05-21	13:43:39	1	205300000000	90878745748	-112.383280	6351.396892	0.531087	0.489591	0.416382	40.581113	-0.251283	125.201697
2021-05-21	13:43:39	1	205400000000	90978745748	-112.383305	6354.866634	0.467103	0.482530	0.334623	40.581137	-0.342038	124.065698
2021-05-21	13:43:39	1	205500000000	91078745748	-112.383329	6358.304894	0.415978	0.472103	0.219028	40.581161	-0.420391	122.711695
2021-05-21	13:43:39	1	205600000000	91178745748	-112.383352	6361.702991	0.397488	0.460976	0.087532	40.581185	-0.485499	121.003700
2021-05-21	13:43:39	1	205700000000	91278745748	-112.383374	6365.050908	0.373437	0.452678	0.013486	40.581209	-0.524669	118.803713
2021-05-21	13:43:39	1	205800000000	91378745748	-112.383396	6368.341471	0.349332	0.452193	-0.003019	40.581232	-0.529373	116.693713
2021-05-21	13:43:39	1	205900000000	91478745748	-112.383417	6371.576260	0.354109	0.464098	-0.013813	40.581256	-0.497162	114.939723
2021-05-21	13:43:39	1	206000000000	91578745748	-112.383437	6374.759694	0.379445	0.492345	-0.021802	40.581279	-0.434730	113.065725
2021-05-21	13:43:39	1	206100000000	91678745748	-112.383456	6377.897909	0.420979	0.535083	0.017471	40.581303	-0.360801	111.819724
2021-05-21	13:43:39	1	206200000000	91778745748	-112.383475	6381.000735	0.491769	0.588427	0.130580	40.581326	-0.288248	110.837731
2021-05-21	13:43:39	1	206300000000	91878745748	-112.383493	6384.076178	0.565373	0.650987	0.283943	40.581350	-0.224376	109.973732
2021-05-21	13:43:39	1	206400000000	91978745748	-112.383510	6387.129877	0.597531	0.720736	0.401225	40.581374	-0.175378	109.381733
2021-05-21	13:43:39	1	206500000000	92078745748	-112.383527	6390.169457	0.609778	0.794894	0.439219	40.581398	-0.147132	109.209740
2021-05-21	13:43:39	1	206600000000	92178745748	-112.383542	6393.198870	0.665715	0.869640	0.430274	40.581423	-0.134424	108.709731
2021-05-21	13:43:39	1	206700000000	92278745748	-112.383556	6396.216366	0.764755	0.941377	0.427967	40.581447	-0.131747	108.227734
2021-05-21	13:43:39	1	206800000000	92378745748	-112.383569	6399.220715	0.852283	1.007671	0.437716	40.581472	-0.134870	107.791733
2021-05-21	13:43:39	1	206900000000	92478745748	-112.383581	6402.211352	0.925344	1.065922	0.428441	40.581497	-0.139918	107.209741
2021-05-21	13:43:39	1	207000000000	92578745748	-112.383591	6405.187176	1.016777	1.111886	0.398371	40.581523	-0.140568	106.691744
2021-05-21	13:43:39	1	207100000000	92678745748	-112.383601	6408.147712	1.098136	1.147882	0.390030	40.581548	-0.133978	106.109742
2021-05-21	13:43:39	1	207200000000	92778745748	-112.383608	6411.093235	1.115968	1.175185	0.426885	40.581574	-0.119332	105.609745
2021-05-21	13:43:39	1	207300000000	92878745748	-112.383615	6414.024910	1.096619	1.194840	0.470803	40.581600	-0.098020	105.145749
2021-05-21	13:43:39	1	207400000000	92978745748	-112.383620	6416.945529	1.115262	1.206503	0.470219	40.581626	-0.072183	104.881740
2021-05-21	13:43:39	1	207500000000	93078745748	-112.383624	6419.859307	1.178226	1.209180	0.437371	40.581652	-0.045696	104.781747
2021-05-21	13:43:39	1	207600000000	93178745748	-112.383626	6422.769448	1.210968	1.205942	0.443726	40.581678	-0.024766	104.681752
2021-05-21	13:43:39	1	207700000000	93278745748	-112.383627	6425.677245	1.172705	1.199110	0.520512	40.581704	-0.011714	104.617746
2021-05-21	13:43:39	1	207800000000	93378745748	-112.383627	6428.584207	1.120294	1.189958	0.612330	40.581730	-0.007469	104.681752
2021-05-21	13:43:39	1	207900000000	93478745748	-112.383626	6431.491121	1.112500	1.179990	0.658776	40.581757	-0.011280	104.617746
2021-05-21	13:43:39	1	208000000000	93578745748	-112.383623	6434.398044	1.122929	1.171183	0.649347	40.581783	-0.021070	104.681752
2021-05-21	13:43:39	1	208100000000	93678745748	-112.383619	6437.304259	1.117414	1.163242	0.593859	40.581808	-0.031331	104.563746
2021-05-21	13:43:39	1	208200000000	93778745748	-112.383614	6440.207390	1.118586	1.157098	0.527753	40.581834	-0.037831	104.363744
2021-05-21	13:43:39	1	208300000000	93878745748	-112.383607	6443.105395	1.134052	1.152228	0.512103	40.581859	-0.037844	104.163743
2021-05-21	13:43:39	1	208400000000	93978745748	-112.383599	6445.997665	1.133335	1.148519	0.557626	40.581884	-0.029929	103.945742
2021-05-21	13:43:39	1	208500000000	94078745748	-112.383591	6448.884108	1.109317	1.145562	0.604847	40.581908	-0.010822	103.717747
2021-05-21	13:43:39	1	208600000000	94178745748	-112.383580	6451.767423	1.080546	1.143994	0.608614	40.581933	0.014378	103.817753
2021-05-21	13:43:39	1	208700000000	94278745748	-112.383569	6454.651992	1.067056	1.144568	0.589367	40.581957	0.041031	103.935748
2021-05-21	13:43:39	1	208800000000	94378745748	-112.383556	6457.540767	1.079877	1.148328	0.590925	40.581981	0.066358	104.153736
2021-05-21	13:43:39	1	208900000000	94478745748	-112.383542	6460.436087	1.098280	1.155045	0.616210	40.582005	0.087224	104.471745
2021-05-21	13:43:39	1	209000000000	94578745748	-112.383526	6463.340703	1.102660	1.163331	0.629929	40.582028	0.103744	104.889747
2021-05-21	13:43:39	1	209100000000	94678745748	-112.383510	6466.256947	1.117910	1.171272	0.620654	40.582051	0.116554	105.371742
2021-05-21	13:43:39	1	209200000000	94778745748	-112.383492	6469.185452	1.150729	1.176842	0.614257	40.582074	0.126292	105.771746
2021-05-21	13:43:39	1	209300000000	94878745748	-112.383473	6472.125521	1.153448	1.177607	0.625290	40.582096	0.133252	106.171734
2021-05-21	13:43:39	1	209400000000	94978745748	-112.383453	6475.076918	1.119844	1.171769	0.641068	40.582118	0.136158	106.589736
2021-05-21	13:43:39	1	209500000000	95078745748	-112.383431	6478.040398	1.112443	1.159201	0.647676	40.582139	0.133506	107.071733
2021-05-21	13:43:39	1	209600000000	95178745748	-112.383409	6481.016367	1.145739	1.145575	0.646480	40.582160	0.123437	107.489735
2021-05-21	13:43:39	1	209700000000	95278745748	-112.383385	6484.005051	1.160370	1.138144	0.648328	40.582180	0.107453	107.989732
2021-05-21	13:43:39	1	209800000000	95378745748	-112.383361	6487.006700	1.133115	1.139342	0.654039	40.582200	0.087759	108.453741
2021-05-21	13:43:39	1	209900000000	95478745748	-112.383335	6490.019404	1.102295	1.150852	0.653117	40.582219	0.065568	108.717736
2021-05-21	13:43:39	1	210000000000	95578745748	-112.383309	6493.038947	1.098854	1.172393	0.644871	40.582237	0.044128	108.817743
2021-05-21	13:43:39	1	210100000000	95678745748	-112.383281	6496.062151	1.127495	1.199849	0.634390	40.582254	0.023963	108.917738
2021-05-21	13:43:39	1	210200000000	95778745748	-112.383253	6499.088107	1.171052	1.230441	0.618917	40.582271	0.005303	109.017731
2021-05-21	13:43:39	1	210300000000	95878745748	-112.383224	6502.116383	1.188022	1.260459	0.607497	40.582286	-0.010809	109.081727
2021-05-21	13:43:39	1	210400000000	95978745748	-112.383194	6505.145060	1.160537	1.285799	0.615530	40.582301	-0.024027	108.981732
2021-05-21	13:43:39	1	210500000000	96078745748	-112.383163	6508.171842	1.133799	1.298864	0.623352	40.582315	-0.033013	108.881737
2021-05-21	13:43:39	1	210600000000	96178745748	-112.383132	6511.195833	1.154241	1.296569	0.606154	40.582328	-0.038928	108.781731
2021-05-21	13:43:39	1	210700000000	96278745748	-112.383100	6514.216818	1.192419	1.281873	0.587433	40.582340	-0.042637	108.663736
2021-05-21	13:43:39	1	210800000000	96378745748	-112.383067	6517.233836	1.192713	1.256915	0.589575	40.582351	-0.045594	108.463735
2021-05-21	13:43:39	1	210900000000	96478745748	-112.383034	6520.245740	1.165477	1.224883	0.596381	40.582361	-0.047276	108.263735
2021-05-21	13:43:39	1	211000000000	96578745748	-112.383001	6523.252088	1.144468	1.189193	0.613382	40.582370	-0.047340	108.063734
2021-05-21	13:43:39	1	211100000000	96678745748	-112.382967	6526.252893	1.117684	1.153962	0.656649	40.582378	-0.044103	107.863731
2021-05-21	13:43:39	1	211200000000	96778745748	-112.382933	6529.248366	1.098737	1.121395	0.679609	40.582385	-0.036697	107.681744
2021-05-21	13:43:39	1	211300000000	96878745748	-112.382899	6532.239356	1.144402	1.091785	0.644328	40.582391	-0.023326	107.572737
2021-05-21	13:43:39	1	211400000000	96978745748	-112.382864	6535.226578	1.201386	1.063169	0.616922	40.582397	-0.002256	107.422745
2021-05-21	13:43:39	1	211500000000	97078745748	-112.382829	6538.210668	1.138560	1.030219	0.656166	40.582401	0.028960	107.335741
2021-05-21	13:43:39	1	211600000000	97178745748	-112.382794	6541.194992	1.009519	0.987136	0.704236	40.582405	0.066040	107.553731
2021-05-21	13:43:39	1	211700000000	97278745748	-112.382758	6544.184772	0.990402	0.931651	0.703626	40.582408	0.103183	107.871738
2021-05-21	13:43:39	1	211800000000	97378745748	-112.382722	6547.184108	1.048518	0.865561	0.687072	40.582410	0.136629	108.307740
2021-05-21	13:43:39	1	211900000000	97478745748	-112.382686	6550.196783	1.008649	0.790529	0.684531	40.582411	0.160599	108.932729
2021-05-21	13:43:39	1	212000000000	97578745748	-112.382649	6553.226495	0.851300	0.716141	0.685540	40.582412	0.171682	109.632726
2021-05-21	13:43:39	1	212100000000	97678745748	-112.382612	6556.274784	0.659795	0.650248	0.692498	40.582413	0.171625	110.294736
2021-05-21	13:43:39	1	212200000000	97778745748	-112.382575	6559.340342	0.493083	0.597069	0.702582	40.582412	0.165162	110.813739
2021-05-21	13:43:39	1	212300000000	97878745748	-112.382538	6562.421609	0.424572	0.559066	0.697285	40.582412	0.155360	111.394723
2021-05-21	13:43:39	1	212400000000	97978745748	-112.382501	6565.517681	0.487809	0.535721	0.687567	40.582411	0.145252	111.875737
2021-05-21	13:43:39	1	212500000000	98078745748	-112.382464	6568.627115	0.589608	0.525097	0.691393	40.582410	0.138726	112.294721
2021-05-21	13:43:39	1	212600000000	98178745748	-112.382427	6571.749296	0.621767	0.517602	0.695587	40.582408	0.134870	112.794730
2021-05-21	13:43:39	1	212700000000	98278745748	-112.382390	6574.884931	0.584661	0.506831	0.693809	40.582405	0.133838	113.294726
2021-05-21	13:43:39	1	212800000000	98378745748	-112.382352	6578.034456	0.533542	0.489203	0.698416	40.582402	0.133959	113.794724
2021-05-21	13:43:39	1	212900000000	98478745748	-112.382315	6581.197856	0.489211	0.462167	0.702667	40.582399	0.134354	114.294720
2021-05-21	13:43:39	1	213000000000	98578745748	-112.382277	6584.374920	0.444389	0.424387	0.694785	40.582395	0.133596	114.775721
2021-05-21	13:43:39	1	213100000000	98678745748	-112.382239	6587.564897	0.401851	0.379806	0.687831	40.582391	0.132442	115.194718
2021-05-21	13:43:39	1	213200000000	98778745748	-112.382201	6590.767396	0.370811	0.332160	0.693478	40.582387	0.132047	115.675720
2021-05-21	13:43:39	1	213300000000	98878745748	-112.382163	6593.982374	0.342944	0.282328	0.701754	40.582383	0.133048	116.094717
2021-05-21	13:43:39	1	213400000000	98978745748	-112.382125	6597.209874	0.297198	0.232221	0.707028	40.582378	0.135960	116.575720
2021-05-21	13:43:39	1	213500000000	99078745748	-112.382087	6600.449878	0.233352	0.183269	0.714741	40.582373	0.140421	116.994716
2021-05-21	13:43:39	1	213600000000	99178745748	-112.382049	6603.702855	0.176188	0.135195	0.718302	40.582368	0.144641	117.513719
2021-05-21	13:43:39	1	213700000000	99278745748	-112.382010	6606.970249	0.136585	0.089276	0.710994	40.582363	0.147585	118.094703
2021-05-21	13:43:39	1	213800000000	99378745748	-112.381971	6610.252686	0.098291	0.046665	0.708917	40.582358	0.149013	118.594712
2021-05-21	13:43:39	1	213900000000	99478745748	-112.381932	6613.549673	0.048116	0.008362	0.721350	40.582353	0.147891	119.113715
2021-05-21	13:43:39	1	214000000000	99578745748	-112.381893	6616.861512	-0.007769	-0.023326	0.727662	40.582348	0.144462	119.694700
2021-05-21	13:43:39	1	214100000000	99678745748	-112.381854	6620.188381	-0.057360	-0.047487	0.715903	40.582343	0.139759	120.194696
2021-05-21	13:43:39	1	214200000000	99778745748	-112.381815	6623.529561	-0.094918	-0.064758	0.705201	40.582339	0.134144	120.694705
2021-05-21	13:43:39	1	214300000000	99878745748	-112.381775	6626.884405	-0.117415	-0.076020	0.708149	40.582334	0.129166	121.175706
2021-05-21	13:43:39	1	214400000000	99978745748	-112.381736	6630.252161	-0.120512	-0.082941	0.712033	40.582329	0.125068	121.594704
2021-05-21	13:43:39	1	214500000000	100078745748	-112.381696	6633.632428	-0.108440	-0.086765	0.711228	40.582324	0.122519	122.075705
2021-05-21	13:43:39	1	214600000000	100178745748	-112.381656	6637.024946	-0.097195	-0.090952	0.714484	40.582320	0.120091	122.475707
2021-05-21	13:43:39	1	214700000000	100278745748	-112.381616	6640.429011	-0.096101	-0.096809	0.717916	40.582315	0.118421	122.875710
2021-05-21	13:43:39	1	214800000000	100378745748	-112.381576	6643.844188	-0.100544	-0.103061	0.714986	40.582311	0.117905	123.275700
2021-05-21	13:43:39	1	214900000000	100478745748	-112.381535	6647.270488	-0.107375	-0.108676	0.713881	40.582306	0.117905	123.675701
2021-05-21	13:43:39	1	215000000000	100578745748	-112.381495	6650.708125	-0.116928	-0.114017	0.714345	40.582302	0.118026	124.094698
2021-05-21	13:43:39	1	215100000000	100678745748	-112.381454	6654.157837	-0.123070	-0.120269	0.707138	40.582298	0.118542	124.575701
2021-05-21	13:43:39	1	215200000000	100778745748	-112.381413	6657.619801	-0.127131	-0.126368	0.701417	40.582294	0.118663	124.975702
2021-05-21	13:43:39	1	215300000000	100878745748	-112.381372	6661.093311	-0.149058	-0.134500	0.709527	40.582290	0.119179	125.375692
2021-05-21	13:43:39	1	215400000000	100978745748	-112.381331	6664.577919	-0.190174	-0.144334	0.721157	40.582286	0.118937	125.775694
2021-05-21	13:43:39	1	215500000000	101078745748	-112.381289	6668.073427	-0.212020	-0.152377	0.720599	40.582282	0.115846	126.156689
2021-05-21	13:43:39	1	215600000000	101178745748	-112.381248	6671.579307	-0.195634	-0.158419	0.705530	40.582278	0.100895	126.494686
2021-05-21	13:43:39	1	215700000000	101278745748	-112.381206	6675.096042	-0.178812	-0.159362	0.685639	40.582274	0.062821	126.975688
2021-05-21	13:43:39	1	215800000000	101378745748	-112.381164	6678.623116	-0.193006	-0.155207	0.680372	40.582271	-0.005175	127.261686
2021-05-21	13:43:39	1	215900000000	101478745748	-112.381123	6682.153691	-0.219038	-0.145953	0.684740	40.582267	-0.104706	126.995186
2021-05-21	13:43:39	1	216000000000	101578745748	-112.381081	6685.676987	-0.233040	-0.132085	0.648736	40.582264	-0.229219	126.445181
2021-05-21	13:43:39	1	216100000000	101678745748	-112.381041	6689.184208	-0.234360	-0.116273	0.552894	40.582261	-0.366091	125.714684
2021-05-21	13:43:39	1	216200000000	101778745748	-112.381001	6692.663726	-0.217166	-0.101098	0.427079	40.582258	-0.503937	124.138691
2021-05-21	13:43:39	1	216300000000	101878745748	-112.380961	6696.099812	-0.173358	-0.087045	0.248814	40.582255	-0.634595	122.162696
2021-05-21	13:43:39	1	216400000000	101978745748	-112.380923	6699.477706	-0.123805	-0.076542	-0.008159	40.582252	-0.749568	119.672709
2021-05-21	13:43:39	1	216500000000	102078745748	-112.380886	6702.782093	-0.100479	-0.071259	-0.238365	40.582249	-0.838200	116.429717
2021-05-21	13:43:39	1	216600000000	102178745748	-112.380850	6706.001798	-0.104264	-0.071469	-0.323612	40.582247	-0.897726	113.353724
2021-05-21	13:43:39	1	216700000000	102278745748	-112.380815	6709.131870	-0.112303	-0.076020	-0.304554	40.582245	-0.932365	109.934736
2021-05-21	13:43:39	1	216800000000	102378745748	-112.380781	6712.168962	-0.118045	-0.083910	-0.287954	40.582243	-0.945423	106.510738
2021-05-21	13:43:39	1	216900000000	102478745748	-112.380748	6715.113621	-0.136337	-0.093074	-0.304001	40.582241	-0.940484	103.372739
2021-05-21	13:43:39	1	217000000000	102578745748	-112.380717	6717.968504	-0.169646	-0.103151	-0.317278	40.582239	-0.920217	100.110754
2021-05-21	13:43:39	1	217100000000	102678745748	-112.380686	6720.735005	-0.196340	-0.112831	-0.296533	40.582237	-0.887083	97.010761
2021-05-21	13:43:39	1	217200000000	102778745748	-112.380656	6723.414803	-0.200350	-0.123634	-0.262843	40.582236	-0.840201	93.929765
2021-05-21	13:43:39	1	217300000000	102878745748	-112.380628	6726.010380	-0.189754	-0.137865	-0.267123	40.582235	-0.777903	90.986774
2021-05-21	13:43:39	1	217400000000	102978745748	-112.380600	6728.525436	-0.179848	-0.157527	-0.305025	40.582234	-0.699066	88.248783
2021-05-21	13:43:39	1	217500000000	103078745748	-112.380573	6730.963998	-0.177327	-0.187232	-0.303732	40.582233	-0.602321	85.519793
2021-05-21	13:43:39	1	217600000000	103178745748	-112.380546	6733.334911	-0.185870	-0.229047	-0.210053	40.582232	-0.495008	83.614798
2021-05-21	13:43:39	1	217700000000	103278745748	-112.380520	6735.652884	-0.213085	-0.282850	-0.038316	40.582232	-0.387874	82.152797
2021-05-21	13:43:39	1	217800000000	103378745748	-112.380494	6737.930231	-0.264161	-0.348004	0.167465	40.582232	-0.288567	80.909799
