"Start Date"	"Start Time"	"Lap Number"	"Session Time"	"Lap Time"	"GPS Longitudinal Acceleration"	"Throttle Position"	"Latitude"	"GPS Lateral Acceleration"	"RPM"	"Longitudinal Acceleration"	"Lateral Acceleration"	"Longitude"	"GPS Distance"	"Heading"	"Number of Satellites"	"GPS Speed"
2021-05-21	16:41:00	0	12300000000	12300000000	0.042517	0.000000	40.583168	0.000000	0.000000	0.120000	-0.030000	-112.385394	264.507286	269.700000	19.000000	95.400000
2021-05-21	16:41:00	0	12400000000	12400000000	0.056689	0.000000	40.583167	0.023647	0.000000	0.120000	-0.030000	-112.385425	267.160576	269.700000	19.000000	95.600000
2021-05-21	16:41:00	0	12500000000	12500000000	0.028345	0.000000	40.583167	0.047393	0.000000	0.110000	-0.020000	-112.385456	269.818647	269.800000	19.000000	95.800000
2021-05-21	16:41:00	0	12600000000	12600000000	-0.028345	0.000000	40.583167	0.000000	0.000000	0.100000	0.000000	-112.385487	272.478160	269.900000	19.000000	95.800000
2021-05-21	16:41:00	0	12700000000	12700000000	-0.028345	0.000000	40.583166	-0.070941	0.000000	0.080000	0.020000	-112.385519	275.136996	269.800000	19.000000	95.600000
2021-05-21	16:41:00	0	12800000000	12800000000	-0.028345	0.000000	40.583166	-0.118235	0.000000	0.060000	0.050000	-112.385550	277.792408	269.600000	19.000000	95.600000
2021-05-21	16:41:00	0	12900000000	12900000000	-0.042517	0.000000	40.583166	-0.165183	0.000000	0.060000	0.080000	-112.385581	280.445233	269.300000	19.000000	95.400000
2021-05-21	16:41:00	0	13000000000	13000000000	-0.014172	0.000000	40.583165	-0.188583	0.000000	0.070000	0.100000	-112.385612	283.094511	268.900000	19.000000	95.300000
2021-05-21	16:41:00	0	13100000000	13100000000	0.014172	0.000000	40.583165	-0.235728	0.000000	0.070000	0.130000	-112.385643	285.742306	268.500000	19.000000	95.300000
2021-05-21	16:41:00	0	13200000000	13200000000	0.056689	0.000000	40.583164	-0.330366	0.000000	0.090000	0.170000	-112.385675	288.391736	267.900000	19.000000	95.400000
2021-05-21	16:41:00	0	13300000000	13300000000	0.000000	0.000000	40.583163	-0.426092	0.000000	0.110000	0.220000	-112.385706	291.044444	267.100000	19.000000	95.700000
2021-05-21	16:41:00	0	13400000000	13400000000	-0.113379	0.000000	40.583162	-0.424756	0.000000	0.120000	0.270000	-112.385737	293.696424	266.100000	19.000000	95.400000
2021-05-21	16:41:00	0	13500000000	13500000000	-0.042517	0.000000	40.583160	-0.399056	0.000000	0.130000	0.320000	-112.385768	296.341150	265.300000	19.000000	94.900000
2021-05-21	16:41:00	0	13600000000	13600000000	0.014172	0.000000	40.583158	-0.470467	0.000000	0.120000	0.370000	-112.385800	298.981172	264.400000	19.000000	95.100000
2021-05-21	16:41:00	0	13700000000	13700000000	-0.155896	0.000000	40.583156	-0.540469	0.000000	0.120000	0.410000	-112.385831	301.617897	263.300000	18.000000	95.000000
2021-05-21	16:41:00	0	13800000000	13800000000	-0.226757	0.000000	40.583153	-0.558031	0.000000	0.120000	0.460000	-112.385861	304.241159	262.100000	19.000000	94.000000
2021-05-21	16:41:00	0	13900000000	13900000000	-0.127551	0.000000	40.583149	-0.554469	0.000000	0.120000	0.490000	-112.385891	306.845806	260.900000	19.000000	93.400000
2021-05-21	16:41:00	0	14000000000	14000000000	-0.113379	0.000000	40.583145	-0.575716	0.000000	0.130000	0.520000	-112.385921	309.436298	259.700000	19.000000	93.100000
2021-05-21	16:41:00	0	14100000000	14100000000	-0.127551	0.000000	40.583140	-0.618435	0.000000	0.130000	0.540000	-112.385951	312.014801	258.400000	19.000000	92.600000
2021-05-21	16:41:00	0	14200000000	14200000000	-0.085034	0.000000	40.583135	-0.592957	0.000000	0.130000	0.570000	-112.385981	314.581996	257.000000	19.000000	92.200000
2021-05-21	16:41:00	0	14300000000	14300000000	-0.028345	0.000000	40.583129	-0.591671	0.000000	0.150000	0.580000	-112.386010	317.141280	255.800000	19.000000	92.000000
2021-05-21	16:41:00	0	14400000000	14400000000	0.000000	0.000000	40.583123	-0.614427	0.000000	0.180000	0.590000	-112.386039	319.697458	254.400000	19.000000	92.000000
2021-05-21	16:41:00	0	14500000000	14500000000	-0.028345	0.000000	40.583117	-0.614427	0.000000	0.200000	0.610000	-112.386068	322.252529	253.100000	19.000000	92.000000
2021-05-21	16:41:00	0	14600000000	14600000000	-0.028345	0.000000	40.583109	-0.635799	0.000000	0.210000	0.610000	-112.386096	324.804821	251.700000	19.000000	91.800000
